PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Ryan Hollins,WAS,12/06/2015,WAS vs. DAL,L,5,0,0
Stanley Johnson,DET,12/06/2015,DET vs. LAL,W,27,6,10
Dirk Nowitzki,DAL,12/06/2015,DAL @ WAS,W,28,19,9
Brandon Bass,LAL,12/06/2015,LAL @ DET,L,11,6,-3
Lou Williams,LAL,12/06/2015,LAL @ DET,L,32,21,-16
Enes Kanter,OKC,12/06/2015,OKC vs. SAC,W,20,14,-11
John Jenkins,DAL,12/06/2015,DAL @ WAS,W,20,5,15
Kyle Singler,OKC,12/06/2015,OKC vs. SAC,W,14,2,-11
Omri Casspi,SAC,12/06/2015,SAC @ OKC,L,28,11,-8
Julius Randle,LAL,12/06/2015,LAL @ DET,L,24,15,-22
Devin Booker,PHX,12/06/2015,PHX @ MEM,L,15,5,-2
Ersan Ilyasova,DET,12/06/2015,DET vs. LAL,W,13,7,3
Rudy Gay,SAC,12/06/2015,SAC @ OKC,L,36,20,-3
Metta World Peace,LAL,12/06/2015,LAL @ DET,L,14,0,7
Otto Porter Jr.,WAS,12/06/2015,WAS vs. DAL,L,36,15,-5
TJ Warren,PHX,12/06/2015,PHX @ MEM,L,14,6,-14
Jeremy Evans,DAL,12/06/2015,DAL @ WAS,W,20,7,7
Alex Len,PHX,12/06/2015,PHX @ MEM,L,32,12,14
Shane Larkin,BKN,12/06/2015,BKN vs. GSW,L,28,13,-7
Devin Harris,DAL,12/06/2015,DAL @ WAS,W,9,7,0
James Michael McAdoo,GSW,12/06/2015,GSW @ BKN,W,2,0,-2
Nick Young,LAL,12/06/2015,LAL @ DET,L,7,0,-7
Jeff Green,MEM,12/06/2015,MEM vs. PHX,W,26,10,-10
Anthony Morrow,OKC,12/06/2015,OKC vs. SAC,W,11,9,0
Steven Adams,OKC,12/06/2015,OKC vs. SAC,W,29,6,14
Marc Gasol,MEM,12/06/2015,MEM vs. PHX,W,37,22,-9
Tony Allen,MEM,12/06/2015,MEM vs. PHX,W,8,0,-15
DeJuan Blair,WAS,12/06/2015,WAS vs. DAL,L,12,7,-9
D'Angelo Russell,LAL,12/06/2015,LAL @ DET,L,22,12,-13
Roy Hibbert,LAL,12/06/2015,LAL @ DET,L,25,8,-22
Eric Bledsoe,PHX,12/06/2015,PHX @ MEM,L,40,23,-1
Brandon Rush,GSW,12/06/2015,GSW @ BKN,W,21,3,2
Darrun Hilliard,DET,12/06/2015,DET vs. LAL,W,7,5,-4
Mirza Teletovic,PHX,12/06/2015,PHX @ MEM,L,24,14,-13
Aron Baynes,DET,12/06/2015,DET vs. LAL,W,21,2,-2
Kelly Oubre Jr.,WAS,12/06/2015,WAS vs. DAL,L,1,0,-1
Matt Barnes,MEM,12/06/2015,MEM vs. PHX,W,26,5,17
JaMychal Green,MEM,12/06/2015,MEM vs. PHX,W,18,7,19
Andre Roberson,OKC,12/06/2015,OKC vs. SAC,W,30,3,12
Kobe Bryant,LAL,12/06/2015,LAL @ DET,L,26,5,-22
Zach Randolph,MEM,12/06/2015,MEM vs. PHX,W,37,10,-1
Serge Ibaka,OKC,12/06/2015,OKC vs. SAC,W,19,12,10
Raymond Felton,DAL,12/06/2015,DAL @ WAS,W,38,11,8
Thomas Robinson,BKN,12/06/2015,BKN vs. GSW,L,8,1,-5
Ronnie Price,PHX,12/06/2015,PHX @ MEM,L,9,0,6
Brandon Knight,PHX,12/06/2015,PHX @ MEM,L,37,17,-3
Kosta Koufos,SAC,12/06/2015,SAC @ OKC,L,15,10,-3
Ramon Sessions,WAS,12/06/2015,WAS vs. DAL,L,24,9,-6
Deron Williams,DAL,12/06/2015,DAL @ WAS,W,39,11,11
Reggie Bullock,DET,12/06/2015,DET vs. LAL,W,2,2,5
Bradley Beal,WAS,12/06/2015,WAS vs. DAL,L,41,21,-14
PJ Tucker,PHX,12/06/2015,PHX @ MEM,L,27,6,9
Charlie Villanueva,DAL,12/06/2015,DAL @ WAS,W,14,10,-6
Vince Carter,MEM,12/06/2015,MEM vs. PHX,W,5,0,-5
Bojan Bogdanovic,BKN,12/06/2015,BKN vs. GSW,L,20,5,-11
Steve Blake,DET,12/06/2015,DET vs. LAL,W,18,9,4
Ryan Kelly,LAL,12/06/2015,LAL @ DET,L,12,5,3
DeMarcus Cousins,SAC,12/06/2015,SAC @ OKC,L,36,13,-7
Wayne Ellington,BKN,12/06/2015,BKN vs. GSW,L,8,3,-5
Larry Nance Jr.,LAL,12/06/2015,LAL @ DET,L,13,2,-3
Markel Brown,BKN,12/06/2015,BKN vs. GSW,L,26,7,6
Donald Sloan,BKN,12/06/2015,BKN vs. GSW,L,4,2,4
Courtney Lee,MEM,12/06/2015,MEM vs. PHX,W,28,18,5
Darren Collison,SAC,12/06/2015,SAC @ OKC,L,33,16,9
Marcus Morris,DET,12/06/2015,DET vs. LAL,W,31,9,16
Jason Thompson,GSW,12/06/2015,GSW @ BKN,W,2,2,-2
James Anderson,SAC,12/06/2015,SAC @ OKC,L,10,0,1
Hollis Thompson,PHI,12/07/2015,PHI vs. SAS,L,19,3,-24
Nerlens Noel,PHI,12/07/2015,PHI vs. SAS,L,24,13,-25
Jrue Holiday,NOP,12/07/2015,NOP vs. BOS,L,22,14,-4
LaMarcus Aldridge,SAS,12/07/2015,SAS @ PHI,W,22,26,23
Kirk Hinrich,CHI,12/07/2015,CHI vs. PHX,L,14,0,-4
Josh Richardson,MIA,12/07/2015,MIA vs. WAS,L,8,0,-6
Ronnie Price,PHX,12/07/2015,PHX @ CHI,W,5,0,1
Julius Randle,LAL,12/07/2015,LAL @ TOR,L,21,15,-4
TJ Warren,PHX,12/07/2015,PHX @ CHI,W,25,5,6
Metta World Peace,LAL,12/07/2015,LAL @ TOR,L,16,3,2
John Wall,WAS,12/07/2015,WAS @ MIA,W,38,26,17
Gerald Green,MIA,12/07/2015,MIA vs. WAS,L,36,9,-12
Giannis Antetokounmpo,MIL,12/07/2015,MIL vs. POR,W,31,17,6
Luis Scola,TOR,12/07/2015,TOR vs. LAL,W,17,2,-9
Deron Williams,DAL,12/07/2015,DAL @ NYK,W,34,20,-2
Eric Bledsoe,PHX,12/07/2015,PHX @ CHI,W,33,16,-6
Markieff Morris,PHX,12/07/2015,PHX @ CHI,W,7,0,-1
DeJuan Blair,WAS,12/07/2015,WAS @ MIA,W,1,0,-2
Khris Middleton,MIL,12/07/2015,MIL vs. POR,W,41,14,2
Michael Carter-Williams,MIL,12/07/2015,MIL vs. POR,W,31,8,-3
Omer Asik,NOP,12/07/2015,NOP vs. BOS,L,10,3,-7
Norris Cole,NOP,12/07/2015,NOP vs. BOS,L,29,8,-3
Robert Sacre,LAL,12/07/2015,LAL @ TOR,L,17,3,0
O.J. Mayo,MIL,12/07/2015,MIL vs. POR,W,36,15,11
Amir Johnson,BOS,12/07/2015,BOS @ NOP,W,24,9,16
Tony Snell,CHI,12/07/2015,CHI vs. PHX,L,23,10,13
Kyle Lowry,TOR,12/07/2015,TOR vs. LAL,W,38,27,6
Cory Joseph,TOR,12/07/2015,TOR vs. LAL,W,31,14,16
Jonas Jerebko,BOS,12/07/2015,BOS @ NOP,W,8,2,-7
Dwyane Wade,MIA,12/07/2015,MIA vs. WAS,L,32,26,-1
James Young,BOS,12/07/2015,BOS @ NOP,W,20,4,1
Jonathon Simmons,SAS,12/07/2015,SAS @ PHI,W,24,14,25
Kobe Bryant,LAL,12/07/2015,LAL @ TOR,L,32,21,-11
Chandler Parsons,DAL,12/07/2015,DAL @ NYK,W,25,9,-6
Robert Covington,PHI,12/07/2015,PHI vs. SAS,L,31,13,-22
Reggie Jackson,DET,12/07/2015,DET @ CHA,L,24,4,-23
John Henson,MIL,12/07/2015,MIL vs. POR,W,21,8,-9
Nicolas Batum,CHA,12/07/2015,CHA vs. DET,W,34,13,16
Chris Bosh,MIA,12/07/2015,MIA vs. WAS,L,36,18,3
Justise Winslow,MIA,12/07/2015,MIA vs. WAS,L,33,2,-16
Alexis Ajinca,NOP,12/07/2015,NOP vs. BOS,L,19,12,7
Pau Gasol,CHI,12/07/2015,CHI vs. PHX,L,25,22,0
Otto Porter Jr.,WAS,12/07/2015,WAS @ MIA,W,36,13,13
JaVale McGee,DAL,12/07/2015,DAL @ NYK,W,7,0,6
Tyler Hansbrough,CHA,12/07/2015,CHA vs. DET,W,4,3,-2
Allen Crabbe,POR,12/07/2015,POR @ MIL,L,25,12,10
Anthony Davis,NOP,12/07/2015,NOP vs. BOS,L,30,16,-24
Marcus Morris,DET,12/07/2015,DET @ CHA,L,30,11,-16
Jon Leuer,PHX,12/07/2015,PHX @ CHI,W,30,12,2
Maurice Harkless,POR,12/07/2015,POR @ MIL,L,10,0,2
Derrick Rose,CHI,12/07/2015,CHI vs. PHX,L,34,14,2
Richaun Holmes,PHI,12/07/2015,PHI vs. SAS,L,21,2,-25
Ish Smith,NOP,12/07/2015,NOP vs. BOS,L,16,7,0
Brandon Knight,PHX,12/07/2015,PHX @ CHI,W,36,21,11
Karl-Anthony Towns,MIN,12/07/2015,MIN vs. LAC,L,29,18,-4
Gerald Henderson,POR,12/07/2015,POR @ MIL,L,15,2,-2
Eric Gordon,NOP,12/07/2015,NOP vs. BOS,L,16,0,-16
Mirza Teletovic,PHX,12/07/2015,PHX @ CHI,W,31,20,12
Spencer Dinwiddie,DET,12/07/2015,DET @ CHA,L,4,0,2
Spencer Hawes,CHA,12/07/2015,CHA vs. DET,W,16,8,2
Devin Booker,PHX,12/07/2015,PHX @ CHI,W,33,14,6
Stanley Johnson,DET,12/07/2015,DET @ CHA,L,20,4,-8
Dwight Powell,DAL,12/07/2015,DAL @ NYK,W,19,8,-14
PJ Hairston,CHA,12/07/2015,CHA vs. DET,W,16,6,13
Frank Kaminsky,CHA,12/07/2015,CHA vs. DET,W,31,7,12
Wesley Matthews,DAL,12/07/2015,DAL @ NYK,W,34,10,5
Mason Plumlee,POR,12/07/2015,POR @ MIL,L,20,3,-9
Boban Marjanovic,SAS,12/07/2015,SAS @ PHI,W,17,18,9
DeAndre Jordan,LAC,12/07/2015,LAC @ MIN,W,34,20,-2
Ricky Rubio,MIN,12/07/2015,MIN vs. LAC,L,29,16,-15
Jared Sullinger,BOS,12/07/2015,BOS @ NOP,W,34,11,32
Aron Baynes,DET,12/07/2015,DET @ CHA,L,21,8,-11
Joel Anthony,DET,12/07/2015,DET @ CHA,L,4,0,2
Aaron Harrison,CHA,12/07/2015,CHA vs. DET,W,4,0,-2
Alonzo Gee,NOP,12/07/2015,NOP vs. BOS,L,13,8,-8
Gorgui Dieng,MIN,12/07/2015,MIN vs. LAC,L,30,14,14
Darrun Hilliard,DET,12/07/2015,DET @ CHA,L,4,2,2
Kevin Seraphin,NYK,12/07/2015,NYK vs. DAL,L,16,6,-8
Gary Neal,WAS,12/07/2015,WAS @ MIA,W,36,21,17
Joakim Noah,CHI,12/07/2015,CHI vs. PHX,L,21,3,-1
D'Angelo Russell,LAL,12/07/2015,LAL @ TOR,L,21,9,-3
Wesley Johnson,LAC,12/07/2015,LAC @ MIN,W,22,10,12
Hassan Whiteside,MIA,12/07/2015,MIA vs. WAS,L,23,14,2
Dirk Nowitzki,DAL,12/07/2015,DAL @ NYK,W,33,25,21
Jabari Parker,MIL,12/07/2015,MIL vs. POR,W,32,12,3
Cory Jefferson,PHX,12/07/2015,PHX @ CHI,W,0,0,0
Marcelo Huertas,LAL,12/07/2015,LAL @ TOR,L,12,2,0
Kyle Anderson,SAS,12/07/2015,SAS @ PHI,W,30,7,28
Jared Dudley,WAS,12/07/2015,WAS @ MIA,W,35,12,6
Andrew Wiggins,MIN,12/07/2015,MIN vs. LAC,L,31,8,-10
Ray McCallum,SAS,12/07/2015,SAS @ PHI,W,25,6,23
Anthony Tolliver,DET,12/07/2015,DET @ CHA,L,20,6,-1
Lance Stephenson,LAC,12/07/2015,LAC @ MIN,W,13,3,-4
Cody Zeller,CHA,12/07/2015,CHA vs. DET,W,28,20,20
PJ Tucker,PHX,12/07/2015,PHX @ CHI,W,18,0,-12
Brian Roberts,CHA,12/07/2015,CHA vs. DET,W,4,0,-2
Jeremy Lin,CHA,12/07/2015,CHA vs. DET,W,26,13,6
John Jenkins,DAL,12/07/2015,DAL @ NYK,W,12,7,6
Meyers Leonard,POR,12/07/2015,POR @ MIL,L,23,6,-2
Nik Stauskas,PHI,12/07/2015,PHI vs. SAS,L,25,13,-43
Zaza Pachulia,DAL,12/07/2015,DAL @ NYK,W,32,8,9
Luc Mbah a Moute,LAC,12/07/2015,LAC @ MIN,W,16,1,-11
Andre Drummond,DET,12/07/2015,DET @ CHA,L,24,9,-11
Alex Len,PHX,12/07/2015,PHX @ CHI,W,22,15,-9
Kevin Martin,MIN,12/07/2015,MIN vs. LAC,L,14,0,-7
Jae Crowder,BOS,12/07/2015,BOS @ NOP,W,35,17,21
Tony Parker,SAS,12/07/2015,SAS @ PHI,W,17,12,19
Jerian Grant,NYK,12/07/2015,NYK vs. DAL,L,11,2,0
Tyreke Evans,NOP,12/07/2015,NOP vs. BOS,L,18,0,-15
Bismack Biyombo,TOR,12/07/2015,TOR vs. LAL,W,29,15,10
Jerami Grant,PHI,12/07/2015,PHI vs. SAS,L,21,5,-11
Charlie Villanueva,DAL,12/07/2015,DAL @ NYK,W,4,3,0
DeMar DeRozan,TOR,12/07/2015,TOR vs. LAL,W,35,16,7
Patty Mills,SAS,12/07/2015,SAS @ PHI,W,12,4,17
JJ Redick,LAC,12/07/2015,LAC @ MIN,W,22,13,13
Robin Lopez,NYK,12/07/2015,NYK vs. DAL,L,16,6,-6
Jose Calderon,NYK,12/07/2015,NYK vs. DAL,L,35,14,-2
Danny Green,SAS,12/07/2015,SAS @ PHI,W,19,3,21
Matt Bonner,SAS,12/07/2015,SAS @ PHI,W,24,9,7
Garrett Temple,WAS,12/07/2015,WAS @ MIA,W,8,3,3
Avery Bradley,BOS,12/07/2015,BOS @ NOP,W,29,11,18
Greg Monroe,MIL,12/07/2015,MIL vs. POR,W,27,16,11
Tayshaun Prince,MIN,12/07/2015,MIN vs. LAC,L,20,2,0
Patrick Patterson,TOR,12/07/2015,TOR vs. LAL,W,29,2,16
CJ McCollum,POR,12/07/2015,POR @ MIL,L,36,17,-1
Jahlil Okafor,PHI,12/07/2015,PHI vs. SAS,L,29,10,-27
Raymond Felton,DAL,12/07/2015,DAL @ NYK,W,34,14,16
Blake Griffin,LAC,12/07/2015,LAC @ MIN,W,37,16,8
Zach LaVine,MIN,12/07/2015,MIN vs. LAC,L,25,21,-4
Ersan Ilyasova,DET,12/07/2015,DET @ CHA,L,28,15,-19
Kris Humphries,WAS,12/07/2015,WAS @ MIA,W,17,2,0
Isaiah Canaan,PHI,12/07/2015,PHI vs. SAS,L,28,0,-22
Lance Thomas,NYK,12/07/2015,NYK vs. DAL,L,27,11,5
Langston Galloway,NYK,12/07/2015,NYK vs. DAL,L,22,3,-8
Lou Williams,LAL,12/07/2015,LAL @ TOR,L,31,15,-10
David West,SAS,12/07/2015,SAS @ PHI,W,9,6,21
Troy Daniels,CHA,12/07/2015,CHA vs. DET,W,4,0,-2
Kemba Walker,CHA,12/07/2015,CHA vs. DET,W,25,14,12
Norman Powell,TOR,12/07/2015,TOR vs. LAL,W,5,0,1
Rasual Butler,SAS,12/07/2015,SAS @ PHI,W,27,7,30
Goran Dragic,MIA,12/07/2015,MIA vs. WAS,L,34,20,-2
Ramon Sessions,WAS,12/07/2015,WAS @ MIA,W,14,12,-4
Jeremy Lamb,CHA,12/07/2015,CHA vs. DET,W,21,6,13
Bradley Beal,WAS,12/07/2015,WAS @ MIA,W,40,21,6
T.J. McConnell,PHI,12/07/2015,PHI vs. SAS,L,18,2,-13
Kevin Garnett,MIN,12/07/2015,MIN vs. LAC,L,19,5,-16
Ryan Hollins,WAS,12/07/2015,WAS @ MIA,W,14,4,-1
Ed Davis,POR,12/07/2015,POR @ MIL,L,28,10,4
Carmelo Anthony,NYK,12/07/2015,NYK vs. DAL,L,38,17,-4
Chris Paul,LAC,12/07/2015,LAC @ MIN,W,32,14,7
Jamal Crawford,LAC,12/07/2015,LAC @ MIN,W,27,18,13
Josh Smith,LAC,12/07/2015,LAC @ MIN,W,15,8,-6
Taj Gibson,CHI,12/07/2015,CHI vs. PHX,L,22,8,-14
Terry Rozier,BOS,12/07/2015,BOS @ NOP,W,3,2,1
Ryan Anderson,NOP,12/07/2015,NOP vs. BOS,L,34,18,-11
JaKarr Sampson,PHI,12/07/2015,PHI vs. SAS,L,12,5,-21
Tyler Zeller,BOS,12/07/2015,BOS @ NOP,W,7,4,-5
Marvin Williams,CHA,12/07/2015,CHA vs. DET,W,28,14,14
Derrick Williams,NYK,12/07/2015,NYK vs. DAL,L,10,4,-3
Terrence Ross,TOR,12/07/2015,TOR vs. LAL,W,39,22,0
Reggie Bullock,DET,12/07/2015,DET @ CHA,L,4,0,2
Noah Vonleh,POR,12/07/2015,POR @ MIL,L,14,6,-6
Luke Babbitt,NOP,12/07/2015,NOP vs. BOS,L,4,0,3
Rashad Vaughn,MIL,12/07/2015,MIL vs. POR,W,9,0,-2
E'Twaun Moore,CHI,12/07/2015,CHI vs. PHX,L,14,4,-12
Jimmy Butler,CHI,12/07/2015,CHI vs. PHX,L,36,19,6
Austin Rivers,LAC,12/07/2015,LAC @ MIN,W,17,7,-6
Roy Hibbert,LAL,12/07/2015,LAL @ TOR,L,30,6,-8
Arron Afflalo,NYK,12/07/2015,NYK vs. DAL,L,30,6,-7
Kristaps Porzingis,NYK,12/07/2015,NYK vs. DAL,L,35,28,-2
Kentavious Caldwell-Pope,DET,12/07/2015,DET @ CHA,L,38,16,-20
Tyler Johnson,MIA,12/07/2015,MIA vs. WAS,L,23,5,-17
Shabazz Muhammad,MIN,12/07/2015,MIN vs. LAC,L,26,13,15
Larry Nance Jr.,LAL,12/07/2015,LAL @ TOR,L,29,6,-6
Evan Turner,BOS,12/07/2015,BOS @ NOP,W,23,8,-3
Nikola Mirotic,CHI,12/07/2015,CHI vs. PHX,L,28,13,11
Paul Pierce,LAC,12/07/2015,LAC @ MIN,W,6,0,-4
James Johnson,TOR,12/07/2015,TOR vs. LAL,W,17,4,-2
Doug McDermott,CHI,12/07/2015,CHI vs. PHX,L,23,8,-11
Isaiah Thomas,BOS,12/07/2015,BOS @ NOP,W,30,22,19
Josh McRoberts,MIA,12/07/2015,MIA vs. WAS,L,15,9,-6
Dante Cunningham,NOP,12/07/2015,NOP vs. BOS,L,30,7,-12
Nemanja Bjelica,MIN,12/07/2015,MIN vs. LAC,L,17,9,7
Johnny O'Bryant III,MIL,12/07/2015,MIL vs. POR,W,12,0,-9
Al-Farouq Aminu,POR,12/07/2015,POR @ MIL,L,30,9,-1
Boris Diaw,SAS,12/07/2015,SAS @ PHI,W,16,7,32
Kelly Olynyk,BOS,12/07/2015,BOS @ NOP,W,27,21,-3
Damian Lillard,POR,12/07/2015,POR @ MIL,L,38,23,-5
Tony Wroten,PHI,12/07/2015,PHI vs. SAS,L,14,2,-22
Steve Blake,DET,12/07/2015,DET @ CHA,L,20,9,1
Jeremy Evans,DAL,12/07/2015,DAL @ NYK,W,7,0,-6
Jordan Clarkson,LAL,12/07/2015,LAL @ TOR,L,32,13,-5
Darren Collison,SAC,12/08/2015,SAC vs. UTA,W,25,6,-5
Emmanuel Mudiay,DEN,12/08/2015,DEN vs. ORL,L,22,6,-6
Nikola Vucevic,ORL,12/08/2015,ORL @ DEN,W,34,18,16
Andrew Nicholson,ORL,12/08/2015,ORL @ DEN,W,21,8,-4
Kevin Durant,OKC,12/08/2015,OKC @ MEM,W,31,32,37
Mario Hezonja,ORL,12/08/2015,ORL @ DEN,W,10,2,-5
Alec Burks,UTA,12/08/2015,UTA @ SAC,L,30,18,11
JaMychal Green,MEM,12/08/2015,MEM vs. OKC,L,19,11,-9
Nick Collison,OKC,12/08/2015,OKC @ MEM,W,15,0,7
Omri Casspi,SAC,12/08/2015,SAC vs. UTA,W,41,19,15
Ian Clark,GSW,12/08/2015,GSW @ IND,W,12,2,-10
Donatas Motiejunas,HOU,12/08/2015,HOU @ BKN,L,7,0,-7
Allen Crabbe,POR,12/08/2015,POR @ CLE,L,34,14,-6
Andre Roberson,OKC,12/08/2015,OKC @ MEM,W,22,10,23
DeMarcus Cousins,SAC,12/08/2015,SAC vs. UTA,W,37,23,4
Vince Carter,MEM,12/08/2015,MEM vs. OKC,L,22,7,-9
Monta Ellis,IND,12/08/2015,IND vs. GSW,L,38,9,-4
Serge Ibaka,OKC,12/08/2015,OKC @ MEM,W,29,17,24
Rodney Hood,UTA,12/08/2015,UTA @ SAC,L,34,17,-15
Kevin Love,CLE,12/08/2015,CLE vs. POR,W,30,18,-2
Marcus Thornton,HOU,12/08/2015,HOU @ BKN,L,26,32,14
Zach Randolph,MEM,12/08/2015,MEM vs. OKC,L,31,9,-20
Jameer Nelson,DEN,12/08/2015,DEN vs. ORL,L,26,6,-5
Mike Conley,MEM,12/08/2015,MEM vs. OKC,L,22,0,-22
Joe Ingles,UTA,12/08/2015,UTA @ SAC,L,14,3,-3
Matthew Dellavedova,CLE,12/08/2015,CLE vs. POR,W,37,17,4
Shabazz Napier,ORL,12/08/2015,ORL @ DEN,W,14,6,0
Kyle Singler,OKC,12/08/2015,OKC @ MEM,W,10,2,4
Marco Belinelli,SAC,12/08/2015,SAC vs. UTA,W,20,10,-5
Elfrid Payton,ORL,12/08/2015,ORL @ DEN,W,32,18,13
Russell Westbrook,OKC,12/08/2015,OKC @ MEM,W,25,13,26
Damian Lillard,POR,12/08/2015,POR @ CLE,L,39,33,-8
Rudy Gay,SAC,12/08/2015,SAC vs. UTA,W,35,23,14
Randy Foye,DEN,12/08/2015,DEN vs. ORL,L,17,5,-18
Trey Burke,UTA,12/08/2015,UTA @ SAC,L,21,12,-1
Anthony Morrow,OKC,12/08/2015,OKC @ MEM,W,19,8,7
Marc Gasol,MEM,12/08/2015,MEM vs. OKC,L,23,11,-25
Kosta Koufos,SAC,12/08/2015,SAC vs. UTA,W,18,6,1
Thaddeus Young,BKN,12/08/2015,BKN vs. HOU,W,34,20,11
Russ Smith,MEM,12/08/2015,MEM vs. OKC,L,9,4,-4
Ian Mahinmi,IND,12/08/2015,IND vs. GSW,L,21,8,-11
Steven Adams,OKC,12/08/2015,OKC @ MEM,W,14,4,12
Corey Brewer,HOU,12/08/2015,HOU @ BKN,L,34,22,-9
Shane Larkin,BKN,12/08/2015,BKN vs. HOU,W,16,2,-9
Anderson Varejao,CLE,12/08/2015,CLE vs. POR,W,6,0,0
Rajon Rondo,SAC,12/08/2015,SAC vs. UTA,W,37,17,6
Andre Iguodala,GSW,12/08/2015,GSW @ IND,W,33,6,18
Victor Oladipo,ORL,12/08/2015,ORL @ DEN,W,33,11,7
Will Barton,DEN,12/08/2015,DEN vs. ORL,L,38,23,-7
Mario Chalmers,MEM,12/08/2015,MEM vs. OKC,L,21,19,-13
Raul Neto,UTA,12/08/2015,UTA @ SAC,L,11,5,-11
Danilo Gallinari,DEN,12/08/2015,DEN vs. ORL,L,38,13,-7
Jeff Green,MEM,12/08/2015,MEM vs. OKC,L,30,9,-27
Wayne Ellington,BKN,12/08/2015,BKN vs. HOU,W,16,7,-8
Evan Fournier,ORL,12/08/2015,ORL @ DEN,W,26,3,16
CJ Miles,IND,12/08/2015,IND vs. GSW,L,34,24,-10
Ty Lawson,HOU,12/08/2015,HOU @ BKN,L,19,0,5
Steve Novak,OKC,12/08/2015,OKC @ MEM,W,5,3,4
Tobias Harris,ORL,12/08/2015,ORL @ DEN,W,32,17,10
Lavoy Allen,IND,12/08/2015,IND vs. GSW,L,6,4,0
Rodney Stuckey,IND,12/08/2015,IND vs. GSW,L,20,5,-1
Richard Jefferson,CLE,12/08/2015,CLE vs. POR,W,20,7,8
Festus Ezeli,GSW,12/08/2015,GSW @ IND,W,18,12,-13
James Harden,HOU,12/08/2015,HOU @ BKN,L,35,10,-15
Trevor Ariza,HOU,12/08/2015,HOU @ BKN,L,4,2,1
Timofey Mozgov,CLE,12/08/2015,CLE vs. POR,W,7,0,-12
Gordon Hayward,UTA,12/08/2015,UTA @ SAC,L,37,18,-7
Dwight Howard,HOU,12/08/2015,HOU @ BKN,L,29,10,5
Terrence Jones,HOU,12/08/2015,HOU @ BKN,L,16,5,-8
Tim Frazier,POR,12/08/2015,POR @ CLE,L,5,0,-9
Chase Budinger,IND,12/08/2015,IND vs. GSW,L,18,12,18
Enes Kanter,OKC,12/08/2015,OKC @ MEM,W,15,6,4
Al-Farouq Aminu,POR,12/08/2015,POR @ CLE,L,31,4,-5
Markel Brown,BKN,12/08/2015,BKN vs. HOU,W,6,3,-2
Jarrett Jack,BKN,12/08/2015,BKN vs. HOU,W,37,10,8
George Hill,IND,12/08/2015,IND vs. GSW,L,29,12,-21
Trevor Booker,UTA,12/08/2015,UTA @ SAC,L,27,12,6
Meyers Leonard,POR,12/08/2015,POR @ CLE,L,16,7,-1
Joe Johnson,BKN,12/08/2015,BKN vs. HOU,W,43,22,6
Matt Barnes,MEM,12/08/2015,MEM vs. OKC,L,19,5,-19
Cameron Payne,OKC,12/08/2015,OKC @ MEM,W,6,5,3
Andrew Bogut,GSW,12/08/2015,GSW @ IND,W,23,14,31
Thomas Robinson,BKN,12/08/2015,BKN vs. HOU,W,11,3,-2
Jared Cunningham,CLE,12/08/2015,CLE vs. POR,W,35,7,7
D.J. Augustin,OKC,12/08/2015,OKC @ MEM,W,23,13,11
Darrell Arthur,DEN,12/08/2015,DEN vs. ORL,L,7,0,3
Klay Thompson,GSW,12/08/2015,GSW @ IND,W,34,39,19
Nikola Jokic,DEN,12/08/2015,DEN vs. ORL,L,17,4,2
Ed Davis,POR,12/08/2015,POR @ CLE,L,25,6,-8
Maurice Harkless,POR,12/08/2015,POR @ CLE,L,20,0,-6
Jason Terry,HOU,12/08/2015,HOU @ BKN,L,15,8,14
Noah Vonleh,POR,12/08/2015,POR @ CLE,L,11,2,9
Courtney Lee,MEM,12/08/2015,MEM vs. OKC,L,30,9,-21
Tony Allen,MEM,12/08/2015,MEM vs. OKC,L,14,4,-16
Mike Miller,DEN,12/08/2015,DEN vs. ORL,L,10,0,-3
Dion Waiters,OKC,12/08/2015,OKC @ MEM,W,26,12,23
Tristan Thompson,CLE,12/08/2015,CLE vs. POR,W,19,2,8
JR Smith,CLE,12/08/2015,CLE vs. POR,W,25,8,7
Clint Capela,HOU,12/08/2015,HOU @ BKN,L,27,6,-13
Derrick Favors,UTA,12/08/2015,UTA @ SAC,L,35,14,-16
Paul George,IND,12/08/2015,IND vs. GSW,L,36,33,-18
Marreese Speights,GSW,12/08/2015,GSW @ IND,W,1,0,-2
Stephen Curry,GSW,12/08/2015,GSW @ IND,W,36,29,18
Jeff Withey,UTA,12/08/2015,UTA @ SAC,L,13,0,8
Trey Lyles,UTA,12/08/2015,UTA @ SAC,L,18,7,-12
Mo Williams,CLE,12/08/2015,CLE vs. POR,W,21,13,-2
Ben McLemore,SAC,12/08/2015,SAC vs. UTA,W,26,10,10
Shaun Livingston,GSW,12/08/2015,GSW @ IND,W,22,8,-27
Jordan Hill,IND,12/08/2015,IND vs. GSW,L,17,10,-2
Brook Lopez,BKN,12/08/2015,BKN vs. HOU,W,39,24,5
LeBron James,CLE,12/08/2015,CLE vs. POR,W,40,33,7
Jason Smith,ORL,12/08/2015,ORL @ DEN,W,14,2,-5
Patrick Beverley,HOU,12/08/2015,HOU @ BKN,L,28,10,-12
Kenneth Faried,DEN,12/08/2015,DEN vs. ORL,L,36,7,-7
Solomon Hill,IND,12/08/2015,IND vs. GSW,L,21,6,9
Draymond Green,GSW,12/08/2015,GSW @ IND,W,36,8,18
Mason Plumlee,POR,12/08/2015,POR @ CLE,L,22,10,5
